"","distance","type","Hylak_id","geometry"
"22519",150,"dp",1067382,c(-95.0195684901162, 29.2746360673228)
"22520",150,"dp",1067315,c(-94.9541668549654, 29.3097158153103)
"22521",150,"dp",1067497,c(-94.951718808487, 29.2133858552527)
"22522",150,"dp",1067470,c(-94.9381497639814, 29.230098566001)
"22523",150,"dp",1067753,c(-95.3526722570107, 28.9227461076901)
"22524",150,"dp",1067768,c(-95.3458765870053, 28.9077100189379)
"22525",150,"dp",1067763,c(-95.3702678697676, 28.911883737524)
"22526",150,"dp",1067809,c(-95.5623837795543, 28.8563991431159)
"22527",150,"dp",1067798,c(-95.5156479414131, 28.868920298874)
"22528",150,"dp",1067795,c(-95.5307999667927, 28.872425152302)
"22529",150,"dp",1067452,c(-95.5666823529698, 29.2417011469421)
"22530",150,"dp",1067635,c(-95.3470047395718, 29.1074376142228)
"22531",150,"dp",1067513,c(-95.094307482873, 29.2001334069219)
"22532",150,"dp",1066973,c(-95.0925639743611, 29.4927574544532)
"22533",150,"dp",1066305,c(-95.0808855887022, 29.8426319004097)
"22534",150,"dp",1067041,c(-95.4692064039415, 29.4478632250471)
"22535",150,"dp",1066088,c(-95.8425312623381, 29.9807614737423)
"22536",150,"dp",1066884,c(-96.3428959097474, 29.5549262413403)
"22537",150,"dp",1067814,c(-95.7658659379262, 28.8556277186337)
"22538",150,"dp",1067927,c(-96.0187861496776, 28.6821865240589)
"22539",150,"dp",1067918,c(-96.0268303679781, 28.6907524571825)
"22540",150,"dp",1067952,c(-96.5459321580139, 28.6594852405958)
"22541",150,"dp",1067876,c(-96.5892344883439, 28.7650098670256)
"22542",150,"dp",1067867,c(-96.44106747854, 28.7698613689717)
"22543",150,"dp",1067850,c(-97.0483435328067, 28.8059934648078)
"22544",150,"dp",1068060,c(-96.8368885017512, 28.5526540975573)
"22545",150,"dp",1068045,c(-97.1705764108838, 28.564060478052)
"22546",150,"dp",1067048,c(-96.5163861544338, 29.4470561277564)
"22547",150,"dp",1065885,c(-96.7148473650195, 30.1318046037257)
"22548",150,"dp",1065863,c(-97.5704462978515, 30.1582604502758)
"22549",150,"dp",1065051,c(-97.3137403093057, 31.2410728772862)
"22550",150,"dp",1064906,c(-95.8194910871949, 31.484432776379)
"22551",150,"dp",1065175,c(-96.1975024607987, 31.063854824119)
"22552",150,"dp",1065193,c(-96.2075309790679, 31.0326901668565)
"22553",150,"dp",1065232,c(-96.2267184909009, 30.9559980878383)
"22554",150,"dp",1065595,c(-96.1265715403415, 30.5450161210453)
"22555",150,"dp",1065653,c(-95.4765505433765, 30.4844436923353)
"22556",150,"dp",1065751,c(-95.5658039100623, 30.337409294199)
"22557",150,"dp",1064457,c(-95.6307507169057, 32.0784920551233)
"22558",150,"dp",1064569,c(-95.6472360135003, 31.9447814509347)
"22559",150,"dp",1064708,c(-95.5782849339109, 31.7359929623092)
"22560",150,"dp",1064632,c(-95.4976420913593, 31.8450046057627)
"22561",150,"dp",1064736,c(-95.8395927147439, 31.6893150924817)
"22562",150,"dp",1064789,c(-96.3005166133354, 31.6398770391021)
"22563",150,"dp",1064534,c(-96.0769551229199, 31.9817384804656)
"22564",150,"dp",1064407,c(-96.1806604361199, 32.1290760974736)
"22565",150,"dp",1064515,c(-95.9399804567601, 32.0019025354293)
"22566",150,"dp",1064511,c(-95.8918667563934, 32.0062546180575)
"22567",150,"dp",1064455,c(-95.8444219211847, 32.0836111031326)
"22568",150,"dp",1063749,c(-96.0222241165899, 32.6764173744809)
"22569",150,"dp",1063710,c(-95.9028851950965, 32.7108996029272)
"22570",150,"dp",1063716,c(-95.5922151656018, 32.7109486530388)
"22571",150,"dp",1063719,c(-95.6864627254675, 32.7062576787306)
"22572",150,"dp",1064265,c(-95.6806837305022, 32.2862861642139)
"22573",150,"dp",1063904,c(-95.4026231070114, 32.5854160401822)
"22574",150,"dp",1063718,c(-95.1864280515362, 32.70921852183)
"22575",150,"dp",1063764,c(-95.2884255290327, 32.6684400426963)
"22576",150,"dp",1063351,c(-95.2916048680838, 33.0043753387597)
"22577",150,"dp",1062470,c(-95.6098107783588, 33.6435027518512)
"22579",150,"dp",113237,c(-95.0784241649206, 33.8837903303182)
"22580",150,"dp",1062378,c(-95.6141539427848, 33.7229327189162)
"22581",150,"dp",1062530,c(-96.3136531250389, 33.5915586836796)
"22582",150,"dp",1063376,c(-96.4757592847358, 32.9925854755744)
"22583",150,"dp",1063089,c(-96.7035212483437, 33.1960854703505)
"22584",150,"dp",1063312,c(-96.9564102463878, 33.0441282246512)
"22585",150,"dp",1062741,c(-96.9182358822693, 33.4492866054683)
"22589",150,"dp",1063374,c(-97.206726343124, 32.9927861351218)
"22590",150,"dp",1063670,c(-96.5141298493007, 32.7452971084535)
"22591",150,"dp",1063780,c(-96.6863849229953, 32.65715405793)
"22592",150,"dp",1064454,c(-96.4258574848467, 32.08046743689)
"22593",150,"dp",1064677,c(-96.6639378082923, 31.7763790405502)
"22594",150,"dp",1064767,c(-96.9294505214187, 31.6586676909414)
"22595",150,"dp",1064757,c(-97.0513489669167, 31.6689771325769)
"22596",150,"dp",1064897,c(-97.0707014654887, 31.4977119793162)
"22597",150,"dp",1064808,c(-97.2714814086222, 31.6050380825716)
"22598",150,"dp",1064458,c(-97.856988131546, 32.0781977544538)
"22599",150,"dp",1064683,c(-98.1038528840669, 31.762181262796)
"22600",150,"dp",1063684,c(-99.10955407656, 32.7301272466696)
"22601",150,"dp",1063907,c(-98.4010430510769, 32.5817997092278)
"22602",150,"dp",1063943,c(-98.4130246556075, 32.5577696136508)
"22603",150,"dp",1063616,c(-97.8339078244933, 32.7875337136317)
"22604",150,"dp",1062357,c(-97.9047673993336, 33.7373668290262)
"22606",150,"dp",1062538,c(-98.6405458277585, 33.5863905855587)
"22607",150,"dp",1063341,c(-99.0681513232787, 33.0180959927012)
"22608",150,"dp",1062375,c(-99.2545729610201, 33.7235614521647)
"22609",150,"dp",1064604,c(-99.4464168656425, 31.8941929494833)
"22610",150,"dp",1064824,c(-99.4648374120943, 31.5812443193504)
"22611",150,"dp",1067336,c(-98.5067415824478, 29.2984699624535)
"22612",150,"dp",1066439,c(-97.9820971298025, 29.7779526396295)
"22613",150,"dp",1067001,c(-98.3279762212151, 29.4739489662098)
"22614",150,"dp",1067553,c(-99.2215756132246, 29.1749127313636)
"22615",150,"dp",1067407,c(-99.2699524005535, 29.2685092624754)
"22616",150,"dp",1067404,c(-99.4166345297066, 29.2684022440501)
"22617",150,"dp",1067909,c(-100.397034782822, 28.7189250576382)
"22621",150,"dp",1068482,c(-99.2068249069398, 27.9503989910768)
"22622",150,"dp",1068486,c(-99.6264307751701, 27.9434427934334)
"22623",150,"dp",1068751,c(-99.2301816782578, 27.5996416431117)
"22624",150,"dp",1068843,c(-99.4410971580858, 27.356464567162)
"22629",150,"dp",1069052,c(-98.7905812009038, 26.7952510267774)
"22631",150,"dp",1069294,c(-97.7852233591918, 26.1672624481175)
"22632",150,"dp",1069172,c(-98.0132038187513, 26.467493722046)
"22633",150,"dp",1069205,c(-98.1802684988197, 26.3769962661663)
"22634",150,"dp",1068297,c(-97.199966345927, 28.204380468879)
"22635",150,"dp",1068329,c(-97.1139636639092, 28.1593658437444)
"22636",150,"dp",1068558,c(-97.5406015345008, 27.875664457421)
"22637",150,"dp",1068568,c(-97.5363832249043, 27.8721016356793)
"22638",150,"dp",1068617,c(-97.5138558463822, 27.8258295440477)
"22639",150,"dp",1068828,c(-97.5180607786756, 27.401015445787)
"22640",150,"dp",1068839,c(-97.4681857333928, 27.3658197611722)
"22641",150,"dp",1068889,c(-97.7021101746566, 27.2549932635898)
"22642",150,"dp",1068972,c(-97.7337965467424, 27.024818926312)
"22643",150,"dp",1068817,c(-97.311011339461, 27.4300709482512)
"22644",150,"dp",1068380,c(-96.900863224565, 28.0907536558351)
"22645",150,"dp",1068305,c(-96.8005423690646, 28.175262539)
"22646",150,"dp",1068284,c(-96.8050282247244, 28.2248744973206)
"22647",150,"dp",1068324,c(-96.9709067839126, 28.1646275829875)
"22648",150,"dp",1068269,c(-96.6047967510204, 28.2680698092253)
"22649",150,"dp",1068257,c(-96.5440281218641, 28.2916183218886)
"22650",150,"dp",1068251,c(-96.537428652305, 28.2993504031153)
"22651",150,"dp",1068212,c(-96.4179916305884, 28.3823967011346)
"22652",150,"dp",1069128,c(-97.2899554642866, 26.5790069211906)
"22707",150,"dp",1064728,c(-106.03241548046, 31.7007928185933)
"22709",150,"dp",1066617,c(-101.074180491496, 29.683049591909)
"22710",150,"dp",1064575,c(-101.631425431943, 31.9353682886108)
"22711",150,"dp",1064050,c(-101.952824058572, 32.4684671968535)
"22712",150,"dp",1064787,c(-101.992911377042, 31.6363052991583)
"22713",150,"dp",1064822,c(-101.922100852314, 31.5862786444397)
"22714",150,"dp",1064814,c(-101.882312293614, 31.5974620698818)
"22715",150,"dp",1064826,c(-101.835919806254, 31.5787561409626)
"22716",150,"dp",1063003,c(-101.614770689508, 33.2603990848444)
"22717",150,"dp",1063414,c(-101.766603080378, 32.9590441174504)
"22718",150,"dp",1062466,c(-100.903874044961, 33.6471993466245)
"22719",150,"dp",1060585,c(-101.762112765617, 35.2390003224815)
"22720",150,"dp",1061481,c(-102.283609092919, 34.5577611590413)
"22721",150,"dp",1061168,c(-102.217039173292, 34.7793606449933)
"22722",150,"dp",1061032,c(-102.16395357525, 34.8746739300108)
"23829",150,"dp",1061578,c(-83.4967920806036, 34.4907810021175)
"23830",150,"dp",1061584,c(-83.4570614902174, 34.4837445406551)
"23847",150,"dp",1061558,c(-84.397481443288, 34.5015586493637)
"23848",150,"dp",1061538,c(-84.7582494731181, 34.5219679548853)
"24043",150,"dp",1061794,c(-85.4230479309743, 34.2393991802295)
"24044",150,"dp",1061824,c(-85.3986432709088, 34.2036416488819)
"24045",150,"dp",1061856,c(-85.2033658584752, 34.1695562804294)
"24046",150,"dp",1062332,c(-85.0979928414812, 33.7581417808342)
"24049",150,"dp",1062504,c(-85.2909113894575, 33.6167704410358)
"24050",150,"dp",1062634,c(-85.1347001613532, 33.5282126941143)
"24287",150,"dp",1065117,c(-81.4765963483399, 31.1559664745801)
"24340",150,"dp",1065393,c(-84.8791579981823, 30.755655136608)
"24343",150,"dp",1065363,c(-84.8380540046717, 30.8001703424246)
"24344",150,"dp",1065063,c(-83.9997430066238, 31.2263132527992)
"24345",150,"dp",1065179,c(-84.0748075137575, 31.0578840878085)
"24346",150,"dp",1065371,c(-83.8167771721988, 30.78677520286)
"24347",150,"dp",1065286,c(-83.7212141775224, 30.8873011770089)
"24348",150,"dp",1065294,c(-83.685639469318, 30.8829045033702)
"24349",150,"dp",1065344,c(-83.0201944418092, 30.8227556892603)
"24353",150,"dp",1065455,c(-83.2196054409193, 30.6855402316436)
"24354",150,"dp",1065022,c(-82.2292703106563, 31.2868544678019)
"24355",150,"dp",1065055,c(-82.3275488978743, 31.2382413481172)
"24356",150,"dp",1063855,c(-82.6168776697271, 32.6080013870179)
"24357",150,"dp",1064330,c(-83.2164483973734, 32.211961867855)
"24358",150,"dp",1063636,c(-83.4063971840481, 32.7738977826103)
"24359",150,"dp",1064437,c(-84.2519542213078, 32.1049479016734)
"24360",150,"dp",1064667,c(-84.0354336514556, 31.7922356038963)
"24361",150,"dp",1064854,c(-84.2552985470979, 31.5428737547855)
"24362",150,"dp",1064636,c(-84.3159869124353, 31.8382312312626)
"24363",150,"dp",1064717,c(-84.3793061473942, 31.7170016509225)
"24364",150,"dp",1064745,c(-84.5859007583014, 31.6834736701017)
"24365",150,"dp",1064754,c(-84.4437401576165, 31.6755632248329)
"24366",150,"dp",1064538,c(-84.6409795745136, 31.9813059476634)
"24367",150,"dp",1063980,c(-84.6021229679338, 32.5311309439575)
"24368",150,"dp",1064002,c(-84.9130114933801, 32.5107038020317)
"24369",150,"dp",1063627,c(-84.6300592360337, 32.7797347458892)
"24370",150,"dp",1063469,c(-84.7228085379454, 32.9224036840942)
"24371",150,"dp",1063537,c(-84.6496569851636, 32.8623440520054)
"24372",150,"dp",1063480,c(-84.3660849127707, 32.9134944001895)
"24373",150,"dp",1063481,c(-84.3504602226795, 32.9104622114731)
"24374",150,"dp",1063754,c(-83.6483257117028, 32.6716372181516)
"24375",150,"dp",1063023,c(-83.9298332203079, 33.2471510956146)
"24376",150,"dp",1062479,c(-83.7457704470238, 33.6378530708165)
"24377",150,"dp",1062532,c(-83.7711026001084, 33.5907694227931)
"24378",150,"dp",1062485,c(-83.850242725605, 33.6289972961243)
"24379",150,"dp",1062712,c(-83.8709597090993, 33.4638098975994)
"24380",150,"dp",1062700,c(-84.1478208344067, 33.4750646686583)
"24381",150,"dp",1063110,c(-84.0363700626768, 33.1836044465019)
"24382",150,"dp",1062926,c(-84.8600507501683, 33.321693887925)
"24383",150,"dp",1062771,c(-84.6963526913953, 33.4321101482105)
"24384",150,"dp",1062508,c(-84.7892981937533, 33.6085478586932)
"24385",150,"dp",1062480,c(-84.6372517660329, 33.6360337575867)
"24386",150,"dp",1062783,c(-84.3532783745452, 33.426068066283)
"24387",150,"dp",1061697,c(-83.9920956483172, 34.3395773444962)
"24388",150,"dp",1062312,c(-84.1002377670654, 33.7782121946758)
"24389",150,"dp",1062399,c(-83.9709595093239, 33.7078252845471)
"24390",150,"dp",1062267,c(-83.7185297986883, 33.8199360032329)
"24391",150,"dp",1061869,c(-83.5862550250389, 34.1605934873119)
"24392",150,"dp",1061957,c(-83.1252865354368, 34.0988483150249)
"24393",150,"dp",1062319,c(-83.1631398442795, 33.7706138864807)
"24394",150,"dp",1062735,c(-83.531122699614, 33.4517435701488)
"24395",150,"dp",1063409,c(-83.24945020427, 32.9626738257079)
"24396",150,"dp",1063150,c(-83.3248580621848, 33.1579556972425)
"24397",150,"dp",1063386,c(-83.0431721895376, 32.9797432645405)
"24398",150,"dp",1063332,c(-82.9684198194776, 33.0247757260792)
"24399",150,"dp",1063307,c(-82.9194544308097, 33.047450254936)
"24400",150,"dp",1063338,c(-82.8951523300684, 33.0226621121799)
"24401",150,"dp",1063358,c(-82.8437745677306, 33.0077419600551)
"24402",150,"dp",1063450,c(-82.6121510226104, 32.9314021500201)
"24403",150,"dp",1063427,c(-82.2552534924947, 32.9465898482081)
"24404",150,"dp",1062520,c(-82.1696788841781, 33.6070852735477)
"24405",150,"dp",1062533,c(-82.1587853003045, 33.5904126947089)
"24412",150,"dp",1063549,c(-82.1039071436397, 32.8535819184354)
"24413",150,"dp",1063833,c(-82.057211437408, 32.6191000895399)
"24414",150,"dp",1063676,c(-81.749011749897, 32.7398480869662)
"24415",150,"dp",1064688,c(-81.9538227203828, 31.7541816355062)
"24416",150,"dp",1064505,c(-81.8348539042769, 32.0148383875853)
"24417",150,"dp",1064984,c(-81.4037792281371, 31.3516496652095)
"24418",150,"dp",1064464,c(-81.1519871689522, 32.0700019267175)
"24419",150,"dp",1064119,c(-81.4693904410375, 32.416456242166)
"25469",300,"dp",1064612,c(-93.9434803874944, 31.889582238994)
"25476",300,"dp",1066026,c(-93.8621463842796, 30.0224406912889)
"25477",300,"dp",114225,c(-95.0072524530066, 29.2921469571597)
"25478",300,"dp",114344,c(-96.3361269943482, 28.6444223972372)
"25479",300,"dp",1065929,c(-95.2813310992567, 30.0828882651694)
"25481",300,"dp",1062339,c(-99.6847870306566, 33.748443236043)
"25482",300,"dp",1068357,c(-97.3692784129264, 28.1239249085716)
"25496",300,"dp",1064768,c(-101.823229204656, 31.6504540268009)
"25497",300,"dp",1065012,c(-103.437312308477, 31.311647069659)
"25498",300,"dp",1062515,c(-101.231109634869, 33.6060195483959)
"25499",300,"dp",1059963,c(-101.959329887009, 36.0057249122173)
"25500",300,"dp",1059857,c(-100.944737247015, 36.1982020091893)
"25646",300,"dp",1062512,c(-83.3505424842526, 33.6113793878622)
"25647",300,"dp",1063919,c(-81.6594373279354, 32.5766271520058)
"25787",570,"dp",113900,c(-95.0014779171424, 30.1404998507799)
"25788",570,"dp",9444,c(-95.1465280153099, 33.0591687725045)
"25789",570,"dp",114430,c(-97.0913738579725, 28.0724178323033)
"25790",570,"dp",112957,c(-101.667927633166, 35.281678378664)
"25804",570,"dp",9441,c(-83.2175676317378, 33.1501745659043)
"26201",270,"dp",1063397,c(-94.6789645152498, 32.9694828730165)
"26203",270,"dp",1066513,c(-94.0333981602372, 29.7353280926596)
"26204",270,"dp",1066320,c(-94.5446786870253, 29.8421458583949)
"26205",270,"dp",1066298,c(-94.5376110118556, 29.8470999196653)
"26206",270,"dp",114341,c(-96.5292239063666, 28.6654069267947)
"26207",270,"dp",1067695,c(-96.5566964279569, 29.026687753246)
"26208",270,"dp",1064439,c(-95.7401235475446, 32.0915928940183)
"26209",270,"dp",113594,c(-95.2509735392848, 32.6163622014931)
"26210",270,"dp",1063343,c(-96.031913743179, 33.0198662558194)
"26212",270,"dp",1064247,c(-99.4793696224275, 32.3127643062692)
"26213",270,"dp",1068820,c(-97.4527527846469, 27.4284701309731)
"26214",270,"dp",1068909,c(-97.4775632229082, 27.2118380835946)
"26215",270,"dp",1069098,c(-97.6482665294363, 26.6906494342657)
"26223",270,"dp",1064548,c(-102.179596101746, 31.9670189878882)
"26224",270,"dp",1062212,c(-101.155295998759, 33.8711086469222)
"26225",270,"dp",1061009,c(-101.798039742805, 34.8923185928792)
"26226",270,"dp",1061208,c(-101.832062683842, 34.7552413673953)
"26227",270,"dp",1060767,c(-102.179899320617, 35.0986724123295)
"26361",270,"dp",113763,c(-82.9162394189502, 31.4559614161528)
"26362",270,"dp",113418,c(-83.2544979066625, 33.2736782877816)
"26466",510,"dp",113534,c(-94.729124943, 32.9246956620357)
"26469",510,"dp",114264,c(-95.0571587119968, 29.2091006591403)
"26470",510,"dp",113843,c(-96.4736545890386, 30.7099671872144)
"26538",540,"dp",113917,c(-94.0612452463159, 30.0510369063446)
"26562",1020,"dp",113407,c(-94.068339676092, 33.2806077308186)
"26563",1020,"dp",9419,c(-99.2061114507713, 33.7696507206532)
"26591",684.7627326308,"dp",113573,c(-97.2093393763414, 32.7033191311363)
"26606",752.396172239067,"dp",9424,c(-98.8250366747438, 33.6425262087205)
"26686",474.341649025257,"dp",113828,c(-95.0844038194333, 30.8193043450449)
"26688",474.341649025257,"dp",114518,c(-97.8360571112011, 27.5724767994941)
"26710",474.341649025257,"dp",113107,c(-84.6518731583871, 34.6094911903623)
"26731",2906.28629009601,"dp",839,c(-94.2163773719653, 31.1416304646932)
"26739",768.960337078578,"dp",114110,c(-96.3435558567033, 29.5652223056727)
"26742",1537.92067415716,"dp",9470,c(-101.154484442367, 32.5782859375977)
"26749",1018.67561078098,"dp",9452,c(-85.1823813289177, 32.9274959774973)
"26772",603.738353924943,"dp",113906,c(-94.0241990347639, 30.0800255222931)
"28215",201.246117974981,"dp",1064613,c(-94.5250987742996, 31.8823094451759)
"28216",201.246117974981,"dp",1065901,c(-94.6817648307114, 30.1097944809259)
"28217",201.246117974981,"dp",1065860,c(-94.4942061222013, 30.162951424584)
"28218",201.246117974981,"dp",1065837,c(-93.8518993700588, 30.2057855493034)
"28225",201.246117974981,"dp",1065934,c(-93.7176046236321, 30.0825984236009)
"28238",201.246117974981,"dp",1065930,c(-94.0460129571174, 30.0822907456282)
"28239",201.246117974981,"dp",1066165,c(-94.1286088859304, 29.926757300884)
"28240",201.246117974981,"dp",1066388,c(-94.3571645695258, 29.7987275914375)
"28241",201.246117974981,"dp",1066698,c(-94.3002664400838, 29.6466142772013)
"28242",201.246117974981,"dp",1066383,c(-94.7600175950983, 29.7985759820017)
"28243",201.246117974981,"dp",1067296,c(-94.9508938747921, 29.3162617756567)
"28244",201.246117974981,"dp",1067604,c(-95.5501167925563, 29.1334966007792)
"28245",201.246117974981,"dp",1067659,c(-95.3526053704949, 29.0691740680832)
"28246",201.246117974981,"dp",1067671,c(-95.2269345255057, 29.0561624112093)
"28247",201.246117974981,"dp",1066532,c(-95.1858439092982, 29.7297007071301)
"28248",201.246117974981,"dp",1068082,c(-96.5104332545274, 28.5254045310197)
"28249",201.246117974981,"dp",1067915,c(-96.9754550669871, 28.6971824809016)
"28250",201.246117974981,"dp",1066257,c(-97.7600472746441, 29.8664747137425)
"28251",201.246117974981,"dp",1065596,c(-97.660172329249, 30.5465589700099)
"28252",201.246117974981,"dp",1064941,c(-96.2373043968018, 31.4028891954146)
"28253",201.246117974981,"dp",1064924,c(-95.8753814597988, 31.4436944291547)
"28254",201.246117974981,"dp",1065852,c(-95.3934730316498, 30.1780454816499)
"28255",201.246117974981,"dp",1064531,c(-96.0844954628012, 31.9840750494176)
"28256",201.246117974981,"dp",1064573,c(-96.3754518065386, 31.9428149873701)
"28257",201.246117974981,"dp",1063976,c(-95.8483191755055, 32.5339000457117)
"28258",201.246117974981,"dp",1064008,c(-95.4616705231612, 32.4893179533794)
"28259",201.246117974981,"dp",1062389,c(-95.6632040543727, 33.7180945942732)
"28261",201.246117974981,"dp",1063615,c(-96.967272616554, 32.7943204654351)
"28262",201.246117974981,"dp",1063293,c(-98.1131590279654, 33.0550128903227)
"28263",201.246117974981,"dp",1062125,c(-97.9533403871088, 33.9501774268019)
"28264",201.246117974981,"dp",1063229,c(-98.7984470551621, 33.108602366783)
